0       // Pixel 1  Row: 1
253     // Pixel 3206  
212     // Pixel 3207  
212     // Pixel 3208  
150     // Pixel 3209  
150     // Pixel 3210  
2       // Pixel 3211  
255     // Pixel 3212  
107     // Pixel 3213  
105     // Pixel 3214  
105     // Pixel 3215  
105     // Pixel 3216  
255     // Pixel 3217  
246     // Pixel 3218  
214     // Pixel 3219  
214     // Pixel 3220  
6       // Pixel 3221  
191     // Pixel 3222  
223     // Pixel 3223  
66      // Pixel 3224  
251     // Pixel 3225  
253     // Pixel 3226  
212     // Pixel 3227  
146     // Pixel 3228  
217     // Pixel 3229  
244     // Pixel 3230  
6       // Pixel 3231  
187     // Pixel 3232  
213     // Pixel 3233  
34      // Pixel 3234  
63      // Pixel 3235  
23      // Pixel 3236  
3       // Pixel 3237  
253     // Pixel 3238  
64      // Pixel 3239  
45      // Pixel 3240  
254     // Pixel 3241  
247     // Pixel 3242  
247     // Pixel 3243  
214     // Pixel 3244  
212     // Pixel 3245  
212     // Pixel 3246  
208     // Pixel 3247  
112     // Pixel 3248  
0       // Pixel 3249  
204     // Pixel 3250  
255     // Pixel 3251  
127     // Pixel 3252  
55      // Pixel 3253  
31      // Pixel 3254  
151     // Pixel 3255  
148     // Pixel 3256  
214     // Pixel 3257  
240     // Pixel 3258  
208     // Pixel 3259  
240     // Pixel 3260  
116     // Pixel 3261  
6       // Pixel 3262  
15      // Pixel 3263  
31      // Pixel 3264  
23      // Pixel 3265  
159     // Pixel 3266  
209     // Pixel 3267  
240     // Pixel 3268  
240     // Pixel 3269  
240     // Pixel 3270  
244     // Pixel 3271  
238     // Pixel 3272  
255     // Pixel 3273  
6       // Pixel 3274  
15      // Pixel 3275  
191     // Pixel 3276  
146     // Pixel 3277  
128     // Pixel 3278  
233     // Pixel 3279  
104     // Pixel 3280  
110     // Pixel 3281  
191     // Pixel 3282  
149     // Pixel 3283  
150     // Pixel 3284  
146     // Pixel 3285  
213     // Pixel 3286  
182     // Pixel 3287  
68      // Pixel 3288  
255     // Pixel 3289  
99      // Pixel 3290  
105     // Pixel 3291  
41      // Pixel 3292  
41      // Pixel 3293  
61      // Pixel 3294  
22      // Pixel 3295  
150     // Pixel 3296  
22      // Pixel 3297  
150     // Pixel 3298  
18      // Pixel 3299  
0       // Pixel 3300  
8       // Pixel 3301  
223     // Pixel 3302  
247     // Pixel 3303  
0       // Pixel 3304  
10      // Pixel 3305  
43      // Pixel 3306  
43      // Pixel 3307  
171     // Pixel 3308  
221     // Pixel 3309  
244     // Pixel 3310  
246     // Pixel 3311  
211     // Pixel 3312  
33      // Pixel 3313  
253     // Pixel 3314  
246     // Pixel 3315  
130     // Pixel 3316  
91      // Pixel 3317  
61      // Pixel 3318  
134     // Pixel 3319  
223     // Pixel 3320  
212     // Pixel 3321  
212     // Pixel 3322  
68      // Pixel 3323  
46      // Pixel 3324  
255     // Pixel 3325  
209     // Pixel 3326  
64      // Pixel 3327  
0       // Pixel 3328  
0       // Pixel 3329  Row: 27
64      // Pixel 3330  
253     // Pixel 3331  
254     // Pixel 3332  
2       // Pixel 3333  
191     // Pixel 3334  
148     // Pixel 3335  
212     // Pixel 3336  
150     // Pixel 3337  
150     // Pixel 3338  
66      // Pixel 3339  
255     // Pixel 3340  
107     // Pixel 3341  
107     // Pixel 3342  
105     // Pixel 3343  
105     // Pixel 3344  
249     // Pixel 3345  
252     // Pixel 3346  
214     // Pixel 3347  
214     // Pixel 3348  
6       // Pixel 3349  
255     // Pixel 3350  
212     // Pixel 3351  
64      // Pixel 3352  
255     // Pixel 3353  
244     // Pixel 3354  
84      // Pixel 3355  
150     // Pixel 3356  
208     // Pixel 3357  
68      // Pixel 3358  
46      // Pixel 3359  
159     // Pixel 3360  
64      // Pixel 3361  
106     // Pixel 3362  
63      // Pixel 3363  
151     // Pixel 3364  
147     // Pixel 3365  
221     // Pixel 3366  
2       // Pixel 3367  
191     // Pixel 3368  
213     // Pixel 3369  
244     // Pixel 3370  
244     // Pixel 3371  
244     // Pixel 3372  
244     // Pixel 3373  
212     // Pixel 3374  
148     // Pixel 3375  
4       // Pixel 3376  
191     // Pixel 3377  
211     // Pixel 3378  
64      // Pixel 3379  
40      // Pixel 3380  
47      // Pixel 3381  
191     // Pixel 3382  
215     // Pixel 3383  
214     // Pixel 3384  
208     // Pixel 3385  
244     // Pixel 3386  
208     // Pixel 3387  
0       // Pixel 3388  
14      // Pixel 3389  
15      // Pixel 3390  
159     // Pixel 3391  
215     // Pixel 3392  
247     // Pixel 3393  
215     // Pixel 3394  
212     // Pixel 3395  
208     // Pixel 3396  
208     // Pixel 3397  
104     // Pixel 3398  
104     // Pixel 3399  
123     // Pixel 3400  
189     // Pixel 3401  
6       // Pixel 3402  
203     // Pixel 3403  
255     // Pixel 3404  
22      // Pixel 3405  
18      // Pixel 3406  
129     // Pixel 3407  
72      // Pixel 3408  
105     // Pixel 3409  
255     // Pixel 3410  
182     // Pixel 3411  
214     // Pixel 3412  
150     // Pixel 3413  
64      // Pixel 3414  
191     // Pixel 3415  
130     // Pixel 3416  
253     // Pixel 3417  
32      // Pixel 3418  
43      // Pixel 3419  
43      // Pixel 3420  
43      // Pixel 3421  
239     // Pixel 3422  
255     // Pixel 3423  
119     // Pixel 3424  
150     // Pixel 3425  
151     // Pixel 3426  
134     // Pixel 3427  
207     // Pixel 3428  
255     // Pixel 3429  
113     // Pixel 3430  
36      // Pixel 3431  
126     // Pixel 3432  
35      // Pixel 3433  
43      // Pixel 3434  
43      // Pixel 3435  
255     // Pixel 3436  
208     // Pixel 3437  
192     // Pixel 3438  
252     // Pixel 3439  
68      // Pixel 3440  
43      // Pixel 3441  
73      // Pixel 3442  
254     // Pixel 3443  
246     // Pixel 3444  
97      // Pixel 3445  
63      // Pixel 3446  
159     // Pixel 3447  
212     // Pixel 3448  
212     // Pixel 3449  
244     // Pixel 3450  
0       // Pixel 3451  
235     // Pixel 3452  
253     // Pixel 3453  
212     // Pixel 3454  
0       // Pixel 3455  
0       // Pixel 3456  
0       // Pixel 3457  Row: 28
2       // Pixel 3458  
63      // Pixel 3459  
31      // Pixel 3460  
11      // Pixel 3461  
191     // Pixel 3462  
150     // Pixel 3463  
150     // Pixel 3464  
214     // Pixel 3465  
214     // Pixel 3466  
66      // Pixel 3467  
255     // Pixel 3468  
107     // Pixel 3469  
105     // Pixel 3470  
107     // Pixel 3471  
105     // Pixel 3472  
41      // Pixel 3473  
156     // Pixel 3474  
148     // Pixel 3475  
150     // Pixel 3476  
22      // Pixel 3477  
159     // Pixel 3478  
148     // Pixel 3479  
0       // Pixel 3480  
253     // Pixel 3481  
244     // Pixel 3482  
68      // Pixel 3483  
191     // Pixel 3484  
150     // Pixel 3485  
0       // Pixel 3486  
191     // Pixel 3487  
215     // Pixel 3488  
64      // Pixel 3489  
41      // Pixel 3490  
191     // Pixel 3491  
223     // Pixel 3492  
214     // Pixel 3493  
215     // Pixel 3494  
6       // Pixel 3495  
191     // Pixel 3496  
144     // Pixel 3497  
208     // Pixel 3498  
208     // Pixel 3499  
212     // Pixel 3500  
244     // Pixel 3501  
244     // Pixel 3502  
22      // Pixel 3503  
131     // Pixel 3504  
255     // Pixel 3505  
54      // Pixel 3506  
0       // Pixel 3507  
11      // Pixel 3508  
143     // Pixel 3509  
255     // Pixel 3510  
244     // Pixel 3511  
244     // Pixel 3512  
240     // Pixel 3513  
116     // Pixel 3514  
4       // Pixel 3515  
14      // Pixel 3516  
15      // Pixel 3517  
223     // Pixel 3518  
215     // Pixel 3519  
208     // Pixel 3520  
252     // Pixel 3521  
246     // Pixel 3522  
150     // Pixel 3523  
22      // Pixel 3524  
22      // Pixel 3525  
11      // Pixel 3526  
11      // Pixel 3527  
79      // Pixel 3528  
63      // Pixel 3529  
151     // Pixel 3530  
147     // Pixel 3531  
205     // Pixel 3532  
254     // Pixel 3533  
247     // Pixel 3534  
151     // Pixel 3535  
128     // Pixel 3536  
105     // Pixel 3537  
105     // Pixel 3538  
190     // Pixel 3539  
212     // Pixel 3540  
150     // Pixel 3541  
0       // Pixel 3542  
255     // Pixel 3543  
82      // Pixel 3544  
1       // Pixel 3545  
10      // Pixel 3546  
43      // Pixel 3547  
107     // Pixel 3548  
107     // Pixel 3549  
105     // Pixel 3550  
104     // Pixel 3551  
108     // Pixel 3552  
191     // Pixel 3553  
150     // Pixel 3554  
214     // Pixel 3555  
241     // Pixel 3556  
224     // Pixel 3557  
232     // Pixel 3558  
251     // Pixel 3559  
97      // Pixel 3560  
43      // Pixel 3561  
43      // Pixel 3562  
219     // Pixel 3563  
245     // Pixel 3564  
148     // Pixel 3565  
0       // Pixel 3566  
60      // Pixel 3567  
0       // Pixel 3568  
255     // Pixel 3569  
3       // Pixel 3570  
249     // Pixel 3571  
208     // Pixel 3572  
0       // Pixel 3573  
191     // Pixel 3574  
215     // Pixel 3575  
212     // Pixel 3576  
64      // Pixel 3577  
124     // Pixel 3578  
182     // Pixel 3579  
209     // Pixel 3580  
212     // Pixel 3581  
36      // Pixel 3582  
10      // Pixel 3583  
0       // Pixel 3584  
0       // Pixel 3585  Row: 29
3       // Pixel 3586  
255     // Pixel 3587  
255     // Pixel 3588  
107     // Pixel 3589  
255     // Pixel 3590  
150     // Pixel 3591  
150     // Pixel 3592  
214     // Pixel 3593  
214     // Pixel 3594  
66      // Pixel 3595  
255     // Pixel 3596  
107     // Pixel 3597  
43      // Pixel 3598  
107     // Pixel 3599  
43      // Pixel 3600  
47      // Pixel 3601  
31      // Pixel 3602  
150     // Pixel 3603  
150     // Pixel 3604  
22      // Pixel 3605  
23      // Pixel 3606  
150     // Pixel 3607  
146     // Pixel 3608  
93      // Pixel 3609  
190     // Pixel 3610  
64      // Pixel 3611  
191     // Pixel 3612  
150     // Pixel 3613  
2       // Pixel 3614  
191     // Pixel 3615  
212     // Pixel 3616  
64      // Pixel 3617  
43      // Pixel 3618  
191     // Pixel 3619  
212     // Pixel 3620  
214     // Pixel 3621  
212     // Pixel 3622  
234     // Pixel 3623  
255     // Pixel 3624  
150     // Pixel 3625  
148     // Pixel 3626  
148     // Pixel 3627  
212     // Pixel 3628  
148     // Pixel 3629  
4       // Pixel 3630  
127     // Pixel 3631  
187     // Pixel 3632  
0       // Pixel 3633  
46      // Pixel 3634  
15      // Pixel 3635  
223     // Pixel 3636  
247     // Pixel 3637  
244     // Pixel 3638  
240     // Pixel 3639  
16      // Pixel 3640  
0       // Pixel 3641  
14      // Pixel 3642  
15      // Pixel 3643  
143     // Pixel 3644  
255     // Pixel 3645  
245     // Pixel 3646  
212     // Pixel 3647  
0       // Pixel 3648  
216     // Pixel 3649  
20      // Pixel 3650  
22      // Pixel 3651  
23      // Pixel 3652  
23      // Pixel 3653  
23      // Pixel 3654  
159     // Pixel 3655  
131     // Pixel 3656  
255     // Pixel 3657  
255     // Pixel 3658  
150     // Pixel 3659  
0       // Pixel 3660  
8       // Pixel 3661  
252     // Pixel 3662  
150     // Pixel 3663  
146     // Pixel 3664  
64      // Pixel 3665  
105     // Pixel 3666  
255     // Pixel 3667  
148     // Pixel 3668  
150     // Pixel 3669  
2       // Pixel 3670  
253     // Pixel 3671  
68      // Pixel 3672  
111     // Pixel 3673  
107     // Pixel 3674  
107     // Pixel 3675  
105     // Pixel 3676  
41      // Pixel 3677  
41      // Pixel 3678  
11      // Pixel 3679  
139     // Pixel 3680  
255     // Pixel 3681  
246     // Pixel 3682  
240     // Pixel 3683  
160     // Pixel 3684  
248     // Pixel 3685  
240     // Pixel 3686  
224     // Pixel 3687  
104     // Pixel 3688  
107     // Pixel 3689  
191     // Pixel 3690  
209     // Pixel 3691  
244     // Pixel 3692  
246     // Pixel 3693  
66      // Pixel 3694  
191     // Pixel 3695  
67      // Pixel 3696  
255     // Pixel 3697  
114     // Pixel 3698  
61      // Pixel 3699  
4       // Pixel 3700  
139     // Pixel 3701  
255     // Pixel 3702  
212     // Pixel 3703  
212     // Pixel 3704  
32      // Pixel 3705  
237     // Pixel 3706  
255     // Pixel 3707  
244     // Pixel 3708  
0       // Pixel 3709  
14      // Pixel 3710  
223     // Pixel 3711  
0       // Pixel 3712  
0       // Pixel 3713  Row: 30
194     // Pixel 3714  
255     // Pixel 3715  
240     // Pixel 3716  
104     // Pixel 3717  
255     // Pixel 3718  
214     // Pixel 3719  
150     // Pixel 3720  
212     // Pixel 3721  
212     // Pixel 3722  
66      // Pixel 3723  
255     // Pixel 3724  
107     // Pixel 3725  
107     // Pixel 3726  
43      // Pixel 3727  
43      // Pixel 3728  
47      // Pixel 3729  
159     // Pixel 3730  
215     // Pixel 3731  
214     // Pixel 3732  
214     // Pixel 3733  
255     // Pixel 3734  
247     // Pixel 3735  
214     // Pixel 3736  
0       // Pixel 3737  
191     // Pixel 3738  
64      // Pixel 3739  
255     // Pixel 3740  
214     // Pixel 3741  
2       // Pixel 3742  
255     // Pixel 3743  
212     // Pixel 3744  
2       // Pixel 3745  
43      // Pixel 3746  
191     // Pixel 3747  
212     // Pixel 3748  
246     // Pixel 3749  
64      // Pixel 3750  
184     // Pixel 3751  
220     // Pixel 3752  
246     // Pixel 3753  
246     // Pixel 3754  
150     // Pixel 3755  
22      // Pixel 3756  
22      // Pixel 3757  
23      // Pixel 3758  
15      // Pixel 3759  
31      // Pixel 3760  
2       // Pixel 3761  
143     // Pixel 3762  
255     // Pixel 3763  
241     // Pixel 3764  
240     // Pixel 3765  
240     // Pixel 3766  
20      // Pixel 3767  
6       // Pixel 3768  
15      // Pixel 3769  
159     // Pixel 3770  
215     // Pixel 3771  
215     // Pixel 3772  
208     // Pixel 3773  
212     // Pixel 3774  
20      // Pixel 3775  
22      // Pixel 3776  
23      // Pixel 3777  
15      // Pixel 3778  
31      // Pixel 3779  
31      // Pixel 3780  
151     // Pixel 3781  
151     // Pixel 3782  
151     // Pixel 3783  
147     // Pixel 3784  
64      // Pixel 3785  
124     // Pixel 3786  
190     // Pixel 3787  
22      // Pixel 3788  
3       // Pixel 3789  
31      // Pixel 3790  
22      // Pixel 3791  
150     // Pixel 3792  
0       // Pixel 3793  
105     // Pixel 3794  
253     // Pixel 3795  
182     // Pixel 3796  
214     // Pixel 3797  
210     // Pixel 3798  
213     // Pixel 3799  
64      // Pixel 3800  
235     // Pixel 3801  
105     // Pixel 3802  
105     // Pixel 3803  
41      // Pixel 3804  
43      // Pixel 3805  
175     // Pixel 3806  
255     // Pixel 3807  
243     // Pixel 3808  
240     // Pixel 3809  
240     // Pixel 3810  
132     // Pixel 3811  
250     // Pixel 3812  
48      // Pixel 3813  
0       // Pixel 3814  
136     // Pixel 3815  
104     // Pixel 3816  
105     // Pixel 3817  
255     // Pixel 3818  
144     // Pixel 3819  
64      // Pixel 3820  
254     // Pixel 3821  
66      // Pixel 3822  
191     // Pixel 3823  
0       // Pixel 3824  
169     // Pixel 3825  
200     // Pixel 3826  
127     // Pixel 3827  
175     // Pixel 3828  
219     // Pixel 3829  
212     // Pixel 3830  
212     // Pixel 3831  
4       // Pixel 3832  
186     // Pixel 3833  
209     // Pixel 3834  
208     // Pixel 3835  
100     // Pixel 3836  
46      // Pixel 3837  
223     // Pixel 3838  
213     // Pixel 3839  
0       // Pixel 3840  
0       // Pixel 3841  Row: 31
192     // Pixel 3842  
249     // Pixel 3843  
224     // Pixel 3844  
104     // Pixel 3845  
253     // Pixel 3846  
214     // Pixel 3847  
214     // Pixel 3848  
212     // Pixel 3849  
212     // Pixel 3850  
64      // Pixel 3851  
255     // Pixel 3852  
107     // Pixel 3853  
43      // Pixel 3854  
43      // Pixel 3855  
43      // Pixel 3856  
255     // Pixel 3857  
247     // Pixel 3858  
214     // Pixel 3859  
212     // Pixel 3860  
208     // Pixel 3861  
252     // Pixel 3862  
244     // Pixel 3863  
244     // Pixel 3864  
34      // Pixel 3865  
191     // Pixel 3866  
66      // Pixel 3867  
255     // Pixel 3868  
214     // Pixel 3869  
226     // Pixel 3870  
253     // Pixel 3871  
68      // Pixel 3872  
42      // Pixel 3873  
43      // Pixel 3874  
223     // Pixel 3875  
64      // Pixel 3876  
190     // Pixel 3877  
2       // Pixel 3878  
159     // Pixel 3879  
144     // Pixel 3880  
208     // Pixel 3881  
244     // Pixel 3882  
246     // Pixel 3883  
22      // Pixel 3884  
23      // Pixel 3885  
23      // Pixel 3886  
23      // Pixel 3887  
15      // Pixel 3888  
175     // Pixel 3889  
219     // Pixel 3890  
240     // Pixel 3891  
240     // Pixel 3892  
16      // Pixel 3893  
4       // Pixel 3894  
14      // Pixel 3895  
223     // Pixel 3896  
215     // Pixel 3897  
247     // Pixel 3898  
246     // Pixel 3899  
212     // Pixel 3900  
20      // Pixel 3901  
20      // Pixel 3902  
14      // Pixel 3903  
31      // Pixel 3904  
23      // Pixel 3905  
31      // Pixel 3906  
159     // Pixel 3907  
215     // Pixel 3908  
215     // Pixel 3909  
214     // Pixel 3910  
214     // Pixel 3911  
22      // Pixel 3912  
0       // Pixel 3913  
9       // Pixel 3914  
223     // Pixel 3915  
214     // Pixel 3916  
215     // Pixel 3917  
239     // Pixel 3918  
255     // Pixel 3919  
247     // Pixel 3920  
130     // Pixel 3921  
73      // Pixel 3922  
105     // Pixel 3923  
190     // Pixel 3924  
212     // Pixel 3925  
214     // Pixel 3926  
182     // Pixel 3927  
130     // Pixel 3928  
73      // Pixel 3929  
40      // Pixel 3930  
43      // Pixel 3931  
43      // Pixel 3932  
43      // Pixel 3933  
255     // Pixel 3934  
208     // Pixel 3935  
240     // Pixel 3936  
32      // Pixel 3937  
220     // Pixel 3938  
242     // Pixel 3939  
0       // Pixel 3940  
110     // Pixel 3941  
63      // Pixel 3942  
147     // Pixel 3943  
0       // Pixel 3944  
105     // Pixel 3945  
125     // Pixel 3946  
22      // Pixel 3947  
2       // Pixel 3948  
157     // Pixel 3949  
0       // Pixel 3950  
191     // Pixel 3951  
2       // Pixel 3952  
159     // Pixel 3953  
145     // Pixel 3954  
72      // Pixel 3955  
255     // Pixel 3956  
212     // Pixel 3957  
212     // Pixel 3958  
84      // Pixel 3959  
162     // Pixel 3960  
223     // Pixel 3961  
148     // Pixel 3962  
0       // Pixel 3963  
200     // Pixel 3964  
255     // Pixel 3965  
247     // Pixel 3966  
20      // Pixel 3967  
0       // Pixel 3968  
0       // Pixel 3969  Row: 32
240     // Pixel 3970  
252     // Pixel 3971  
224     // Pixel 3972  
232     // Pixel 3973  
253     // Pixel 3974  
212     // Pixel 3975  
214     // Pixel 3976  
148     // Pixel 3977  
150     // Pixel 3978  
64      // Pixel 3979  
233     // Pixel 3980  
107     // Pixel 3981  
107     // Pixel 3982  
107     // Pixel 3983  
107     // Pixel 3984  
253     // Pixel 3985  
244     // Pixel 3986  
212     // Pixel 3987  
148     // Pixel 3988  
0       // Pixel 3989  
24      // Pixel 3990  
148     // Pixel 3991  
0       // Pixel 3992  
42      // Pixel 3993  
255     // Pixel 3994  
66      // Pixel 3995  
189     // Pixel 3996  
148     // Pixel 3997  
218     // Pixel 3998  
253     // Pixel 3999  
64      // Pixel 4000  
43      // Pixel 4001  
255     // Pixel 4002  
247     // Pixel 4003  
0       // Pixel 4004  
159     // Pixel 4005  
134     // Pixel 4006  
255     // Pixel 4007  
214     // Pixel 4008  
0       // Pixel 4009  
8       // Pixel 4010  
140     // Pixel 4011  
207     // Pixel 4012  
255     // Pixel 4013  
119     // Pixel 4014  
55      // Pixel 4015  
131     // Pixel 4016  
223     // Pixel 4017  
240     // Pixel 4018  
208     // Pixel 4019  
20      // Pixel 4020  
6       // Pixel 4021  
143     // Pixel 4022  
223     // Pixel 4023  
213     // Pixel 4024  
240     // Pixel 4025  
52      // Pixel 4026  
148     // Pixel 4027  
148     // Pixel 4028  
222     // Pixel 4029  
127     // Pixel 4030  
23      // Pixel 4031  
7       // Pixel 4032  
159     // Pixel 4033  
151     // Pixel 4034  
215     // Pixel 4035  
214     // Pixel 4036  
246     // Pixel 4037  
54      // Pixel 4038  
22      // Pixel 4039  
134     // Pixel 4040  
95      // Pixel 4041  
63      // Pixel 4042  
23      // Pixel 4043  
20      // Pixel 4044  
16      // Pixel 4045  
0       // Pixel 4046  
8       // Pixel 4047  
12      // Pixel 4048  
191     // Pixel 4049  
0       // Pixel 4050  
105     // Pixel 4051  
255     // Pixel 4052  
244     // Pixel 4053  
132     // Pixel 4054  
223     // Pixel 4055  
54      // Pixel 4056  
129     // Pixel 4057  
75      // Pixel 4058  
43      // Pixel 4059  
43      // Pixel 4060  
251     // Pixel 4061  
245     // Pixel 4062  
240     // Pixel 4063  
0       // Pixel 4064  
254     // Pixel 4065  
241     // Pixel 4066  
52      // Pixel 4067  
2       // Pixel 4068  
9       // Pixel 4069  
223     // Pixel 4070  
151     // Pixel 4071  
66      // Pixel 4072  
41      // Pixel 4073  
45      // Pixel 4074  
255     // Pixel 4075  
247     // Pixel 4076  
87      // Pixel 4077  
34      // Pixel 4078  
255     // Pixel 4079  
134     // Pixel 4080  
255     // Pixel 4081  
86      // Pixel 4082  
32      // Pixel 4083  
157     // Pixel 4084  
212     // Pixel 4085  
212     // Pixel 4086  
0       // Pixel 4087  
255     // Pixel 4088  
213     // Pixel 4089  
254     // Pixel 4090  
246     // Pixel 4091  
17      // Pixel 4092  
0       // Pixel 4093  
12      // Pixel 4094  
62      // Pixel 4095  
0       // Pixel 4096  
0       // Pixel 4097  Row: 33
64      // Pixel 4098  
252     // Pixel 4099  
250     // Pixel 4100  
64      // Pixel 4101  
253     // Pixel 4102  
212     // Pixel 4103  
214     // Pixel 4104  
214     // Pixel 4105  
214     // Pixel 4106  
64      // Pixel 4107  
249     // Pixel 4108  
104     // Pixel 4109  
105     // Pixel 4110  
105     // Pixel 4111  
105     // Pixel 4112  
249     // Pixel 4113  
244     // Pixel 4114  
212     // Pixel 4115  
214     // Pixel 4116  
214     // Pixel 4117  
255     // Pixel 4118  
255     // Pixel 4119  
70      // Pixel 4120  
251     // Pixel 4121  
245     // Pixel 4122  
0       // Pixel 4123  
255     // Pixel 4124  
214     // Pixel 4125  
128     // Pixel 4126  
252     // Pixel 4127  
0       // Pixel 4128  
43      // Pixel 4129  
41      // Pixel 4130  
254     // Pixel 4131  
214     // Pixel 4132  
247     // Pixel 4133  
150     // Pixel 4134  
148     // Pixel 4135  
84      // Pixel 4136  
6       // Pixel 4137  
159     // Pixel 4138  
223     // Pixel 4139  
16      // Pixel 4140  
0       // Pixel 4141  
8       // Pixel 4142  
239     // Pixel 4143  
255     // Pixel 4144  
208     // Pixel 4145  
244     // Pixel 4146  
20      // Pixel 4147  
6       // Pixel 4148  
159     // Pixel 4149  
223     // Pixel 4150  
212     // Pixel 4151  
208     // Pixel 4152  
96      // Pixel 4153  
254     // Pixel 4154  
255     // Pixel 4155  
22      // Pixel 4156  
0       // Pixel 4157  
15      // Pixel 4158  
31      // Pixel 4159  
7       // Pixel 4160  
159     // Pixel 4161  
151     // Pixel 4162  
148     // Pixel 4163  
16      // Pixel 4164  
4       // Pixel 4165  
206     // Pixel 4166  
239     // Pixel 4167  
255     // Pixel 4168  
1       // Pixel 4169  
47      // Pixel 4170  
159     // Pixel 4171  
151     // Pixel 4172  
151     // Pixel 4173  
223     // Pixel 4174  
55      // Pixel 4175  
135     // Pixel 4176  
255     // Pixel 4177  
146     // Pixel 4178  
1       // Pixel 4179  
233     // Pixel 4180  
252     // Pixel 4181  
246     // Pixel 4182  
32      // Pixel 4183  
239     // Pixel 4184  
127     // Pixel 4185  
33      // Pixel 4186  
139     // Pixel 4187  
251     // Pixel 4188  
241     // Pixel 4189  
240     // Pixel 4190  
4       // Pixel 4191  
250     // Pixel 4192  
17      // Pixel 4193  
0       // Pixel 4194  
14      // Pixel 4195  
255     // Pixel 4196  
183     // Pixel 4197  
197     // Pixel 4198  
255     // Pixel 4199  
0       // Pixel 4200  
43      // Pixel 4201  
251     // Pixel 4202  
81      // Pixel 4203  
188     // Pixel 4204  
0       // Pixel 4205  
107     // Pixel 4206  
253     // Pixel 4207  
210     // Pixel 4208  
117     // Pixel 4209  
0       // Pixel 4210  
255     // Pixel 4211  
247     // Pixel 4212  
212     // Pixel 4213  
68      // Pixel 4214  
170     // Pixel 4215  
253     // Pixel 4216  
80      // Pixel 4217  
40      // Pixel 4218  
124     // Pixel 4219  
46      // Pixel 4220  
47      // Pixel 4221  
47      // Pixel 4222  
127     // Pixel 4223  
0       // Pixel 4224  
0       // Pixel 4225  Row: 34
64      // Pixel 4226  
233     // Pixel 4227  
255     // Pixel 4228  
66      // Pixel 4229  
253     // Pixel 4230  
212     // Pixel 4231  
212     // Pixel 4232  
212     // Pixel 4233  
212     // Pixel 4234  
192     // Pixel 4235  
249     // Pixel 4236  
104     // Pixel 4237  
105     // Pixel 4238  
105     // Pixel 4239  
105     // Pixel 4240  
249     // Pixel 4241  
244     // Pixel 4242  
212     // Pixel 4243  
212     // Pixel 4244  
208     // Pixel 4245  
248     // Pixel 4246  
252     // Pixel 4247  
64      // Pixel 4248  
253     // Pixel 4249  
212     // Pixel 4250  
130     // Pixel 4251  
253     // Pixel 4252  
54      // Pixel 4253  
150     // Pixel 4254  
212     // Pixel 4255  
2       // Pixel 4256  
43      // Pixel 4257  
43      // Pixel 4258  
255     // Pixel 4259  
212     // Pixel 4260  
126     // Pixel 4261  
150     // Pixel 4262  
22      // Pixel 4263  
6       // Pixel 4264  
159     // Pixel 4265  
215     // Pixel 4266  
84      // Pixel 4267  
54      // Pixel 4268  
31      // Pixel 4269  
155     // Pixel 4270  
209     // Pixel 4271  
244     // Pixel 4272  
80      // Pixel 4273  
52      // Pixel 4274  
30      // Pixel 4275  
151     // Pixel 4276  
151     // Pixel 4277  
212     // Pixel 4278  
212     // Pixel 4279  
20      // Pixel 4280  
0       // Pixel 4281  
25      // Pixel 4282  
28      // Pixel 4283  
6       // Pixel 4284  
15      // Pixel 4285  
175     // Pixel 4286  
223     // Pixel 4287  
215     // Pixel 4288  
215     // Pixel 4289  
150     // Pixel 4290  
22      // Pixel 4291  
22      // Pixel 4292  
23      // Pixel 4293  
19      // Pixel 4294  
16      // Pixel 4295  
12      // Pixel 4296  
10      // Pixel 4297  
47      // Pixel 4298  
159     // Pixel 4299  
150     // Pixel 4300  
150     // Pixel 4301  
4       // Pixel 4302  
31      // Pixel 4303  
31      // Pixel 4304  
4       // Pixel 4305  
30      // Pixel 4306  
146     // Pixel 4307  
1       // Pixel 4308  
104     // Pixel 4309  
104     // Pixel 4310  
62      // Pixel 4311  
17      // Pixel 4312  
128     // Pixel 4313  
239     // Pixel 4314  
251     // Pixel 4315  
240     // Pixel 4316  
32      // Pixel 4317  
236     // Pixel 4318  
250     // Pixel 4319  
117     // Pixel 4320  
38      // Pixel 4321  
191     // Pixel 4322  
131     // Pixel 4323  
77      // Pixel 4324  
190     // Pixel 4325  
144     // Pixel 4326  
84      // Pixel 4327  
34      // Pixel 4328  
43      // Pixel 4329  
253     // Pixel 4330  
64      // Pixel 4331  
255     // Pixel 4332  
2       // Pixel 4333  
105     // Pixel 4334  
253     // Pixel 4335  
208     // Pixel 4336  
108     // Pixel 4337  
171     // Pixel 4338  
217     // Pixel 4339  
212     // Pixel 4340  
212     // Pixel 4341  
34      // Pixel 4342  
187     // Pixel 4343  
212     // Pixel 4344  
38      // Pixel 4345  
63      // Pixel 4346  
15      // Pixel 4347  
47      // Pixel 4348  
47      // Pixel 4349  
63      // Pixel 4350  
15      // Pixel 4351  
0       // Pixel 4352  
0       // Pixel 4353  Row: 35
64      // Pixel 4354  
251     // Pixel 4355  
253     // Pixel 4356  
64      // Pixel 4357  
253     // Pixel 4358  
212     // Pixel 4359  
212     // Pixel 4360  
212     // Pixel 4361  
212     // Pixel 4362  
64      // Pixel 4363  
249     // Pixel 4364  
104     // Pixel 4365  
105     // Pixel 4366  
