160     // Pixel 1  Row: 1
129     // Pixel 2350  
129     // Pixel 2351  
128     // Pixel 2352  
133     // Pixel 2353  
134     // Pixel 2354  
135     // Pixel 2355  
136     // Pixel 2356  
137     // Pixel 2357  
142     // Pixel 2358  
148     // Pixel 2359  
153     // Pixel 2360  
166     // Pixel 2361  
168     // Pixel 2362  
174     // Pixel 2363  
180     // Pixel 2364  
182     // Pixel 2365  
182     // Pixel 2366  
188     // Pixel 2367  
196     // Pixel 2368  
196     // Pixel 2369  
199     // Pixel 2370  
196     // Pixel 2371  
192     // Pixel 2372  
195     // Pixel 2373  
202     // Pixel 2374  
199     // Pixel 2375  
190     // Pixel 2376  
150     // Pixel 2377  
114     // Pixel 2378  
104     // Pixel 2379  
111     // Pixel 2380  
107     // Pixel 2381  
109     // Pixel 2382  
112     // Pixel 2383  
100     // Pixel 2384  
104     // Pixel 2385  
100     // Pixel 2386  
105     // Pixel 2387  
123     // Pixel 2388  
141     // Pixel 2389  
152     // Pixel 2390  
155     // Pixel 2391  
157     // Pixel 2392  
149     // Pixel 2393  
143     // Pixel 2394  
138     // Pixel 2395  
130     // Pixel 2396  
126     // Pixel 2397  
140     // Pixel 2398  
151     // Pixel 2399  
145     // Pixel 2400  
144     // Pixel 2401  
145     // Pixel 2402  
146     // Pixel 2403  
145     // Pixel 2404  
143     // Pixel 2405  
142     // Pixel 2406  
143     // Pixel 2407  
144     // Pixel 2408  
139     // Pixel 2409  
153     // Pixel 2410  
144     // Pixel 2411  
143     // Pixel 2412  
156     // Pixel 2413  
160     // Pixel 2414  
130     // Pixel 2415  
66      // Pixel 2416  
38      // Pixel 2417  
33      // Pixel 2418  
48      // Pixel 2419  
57      // Pixel 2420  
47      // Pixel 2421  
53      // Pixel 2422  
56      // Pixel 2423  
37      // Pixel 2424  
46      // Pixel 2425  
64      // Pixel 2426  
48      // Pixel 2427  
45      // Pixel 2428  
68      // Pixel 2429  
55      // Pixel 2430  
43      // Pixel 2431  
76      // Pixel 2432  
167     // Pixel 2433  Row: 20
154     // Pixel 2434  
130     // Pixel 2435  
100     // Pixel 2436  
78      // Pixel 2437  
81      // Pixel 2438  
110     // Pixel 2439  
138     // Pixel 2440  
158     // Pixel 2441  
167     // Pixel 2442  
169     // Pixel 2443  
164     // Pixel 2444  
163     // Pixel 2445  
159     // Pixel 2446  
137     // Pixel 2447  
111     // Pixel 2448  
78      // Pixel 2449  
82      // Pixel 2450  
89      // Pixel 2451  
95      // Pixel 2452  
100     // Pixel 2453  
101     // Pixel 2454  
100     // Pixel 2455  
98      // Pixel 2456  
102     // Pixel 2457  
104     // Pixel 2458  
107     // Pixel 2459  
110     // Pixel 2460  
113     // Pixel 2461  
116     // Pixel 2462  
118     // Pixel 2463  
119     // Pixel 2464  
123     // Pixel 2465  
122     // Pixel 2466  
119     // Pixel 2467  
119     // Pixel 2468  
127     // Pixel 2469  
133     // Pixel 2470  
123     // Pixel 2471  
108     // Pixel 2472  
112     // Pixel 2473  
113     // Pixel 2474  
116     // Pixel 2475  
119     // Pixel 2476  
123     // Pixel 2477  
126     // Pixel 2478  
126     // Pixel 2479  
126     // Pixel 2480  
132     // Pixel 2481  
133     // Pixel 2482  
133     // Pixel 2483  
133     // Pixel 2484  
135     // Pixel 2485  
140     // Pixel 2486  
146     // Pixel 2487  
151     // Pixel 2488  
161     // Pixel 2489  
168     // Pixel 2490  
178     // Pixel 2491  
185     // Pixel 2492  
186     // Pixel 2493  
187     // Pixel 2494  
192     // Pixel 2495  
197     // Pixel 2496  
190     // Pixel 2497  
193     // Pixel 2498  
193     // Pixel 2499  
189     // Pixel 2500  
192     // Pixel 2501  
202     // Pixel 2502  
208     // Pixel 2503  
209     // Pixel 2504  
206     // Pixel 2505  
203     // Pixel 2506  
135     // Pixel 2507  
85      // Pixel 2508  
108     // Pixel 2509  
112     // Pixel 2510  
91      // Pixel 2511  
100     // Pixel 2512  
104     // Pixel 2513  
100     // Pixel 2514  
105     // Pixel 2515  
122     // Pixel 2516  
141     // Pixel 2517  
152     // Pixel 2518  
156     // Pixel 2519  
158     // Pixel 2520  
151     // Pixel 2521  
146     // Pixel 2522  
136     // Pixel 2523  
115     // Pixel 2524  
105     // Pixel 2525  
126     // Pixel 2526  
148     // Pixel 2527  
147     // Pixel 2528  
145     // Pixel 2529  
146     // Pixel 2530  
147     // Pixel 2531  
146     // Pixel 2532  
144     // Pixel 2533  
143     // Pixel 2534  
144     // Pixel 2535  
145     // Pixel 2536  
141     // Pixel 2537  
149     // Pixel 2538  
144     // Pixel 2539  
146     // Pixel 2540  
154     // Pixel 2541  
133     // Pixel 2542  
81      // Pixel 2543  
35      // Pixel 2544  
48      // Pixel 2545  
41      // Pixel 2546  
55      // Pixel 2547  
66      // Pixel 2548  
53      // Pixel 2549  
44      // Pixel 2550  
50      // Pixel 2551  
51      // Pixel 2552  
50      // Pixel 2553  
55      // Pixel 2554  
50      // Pixel 2555  
58      // Pixel 2556  
64      // Pixel 2557  
47      // Pixel 2558  
74      // Pixel 2559  
146     // Pixel 2560  
162     // Pixel 2561  Row: 21
140     // Pixel 2562  
111     // Pixel 2563  
88      // Pixel 2564  
78      // Pixel 2565  
87      // Pixel 2566  
112     // Pixel 2567  
135     // Pixel 2568  
157     // Pixel 2569  
166     // Pixel 2570  
169     // Pixel 2571  
164     // Pixel 2572  
163     // Pixel 2573  
158     // Pixel 2574  
136     // Pixel 2575  
110     // Pixel 2576  
81      // Pixel 2577  
84      // Pixel 2578  
88      // Pixel 2579  
93      // Pixel 2580  
97      // Pixel 2581  
100     // Pixel 2582  
101     // Pixel 2583  
102     // Pixel 2584  
102     // Pixel 2585  
104     // Pixel 2586  
107     // Pixel 2587  
110     // Pixel 2588  
113     // Pixel 2589  
116     // Pixel 2590  
118     // Pixel 2591  
119     // Pixel 2592  
125     // Pixel 2593  
118     // Pixel 2594  
118     // Pixel 2595  
126     // Pixel 2596  
128     // Pixel 2597  
120     // Pixel 2598  
113     // Pixel 2599  
111     // Pixel 2600  
111     // Pixel 2601  
116     // Pixel 2602  
121     // Pixel 2603  
121     // Pixel 2604  
119     // Pixel 2605  
119     // Pixel 2606  
123     // Pixel 2607  
127     // Pixel 2608  
131     // Pixel 2609  
132     // Pixel 2610  
133     // Pixel 2611  
134     // Pixel 2612  
135     // Pixel 2613  
140     // Pixel 2614  
146     // Pixel 2615  
150     // Pixel 2616  
157     // Pixel 2617  
169     // Pixel 2618  
183     // Pixel 2619  
189     // Pixel 2620  
188     // Pixel 2621  
186     // Pixel 2622  
186     // Pixel 2623  
187     // Pixel 2624  
182     // Pixel 2625  
189     // Pixel 2626  
196     // Pixel 2627  
199     // Pixel 2628  
203     // Pixel 2629  
210     // Pixel 2630  
216     // Pixel 2631  
219     // Pixel 2632  
216     // Pixel 2633  
245     // Pixel 2634  
182     // Pixel 2635  
96      // Pixel 2636  
92      // Pixel 2637  
104     // Pixel 2638  
97      // Pixel 2639  
107     // Pixel 2640  
103     // Pixel 2641  
100     // Pixel 2642  
105     // Pixel 2643  
122     // Pixel 2644  
141     // Pixel 2645  
151     // Pixel 2646  
154     // Pixel 2647  
155     // Pixel 2648  
155     // Pixel 2649  
150     // Pixel 2650  
134     // Pixel 2651  
103     // Pixel 2652  
83      // Pixel 2653  
105     // Pixel 2654  
136     // Pixel 2655  
145     // Pixel 2656  
145     // Pixel 2657  
147     // Pixel 2658  
147     // Pixel 2659  
146     // Pixel 2660  
144     // Pixel 2661  
143     // Pixel 2662  
144     // Pixel 2663  
145     // Pixel 2664  
144     // Pixel 2665  
141     // Pixel 2666  
150     // Pixel 2667  
158     // Pixel 2668  
142     // Pixel 2669  
90      // Pixel 2670  
45      // Pixel 2671  
42      // Pixel 2672  
49      // Pixel 2673  
46      // Pixel 2674  
51      // Pixel 2675  
55      // Pixel 2676  
48      // Pixel 2677  
46      // Pixel 2678  
53      // Pixel 2679  
57      // Pixel 2680  
51      // Pixel 2681  
47      // Pixel 2682  
58      // Pixel 2683  
68      // Pixel 2684  
61      // Pixel 2685  
72      // Pixel 2686  
122     // Pixel 2687  
171     // Pixel 2688  
149     // Pixel 2689  Row: 22
122     // Pixel 2690  
95      // Pixel 2691  
85      // Pixel 2692  
83      // Pixel 2693  
89      // Pixel 2694  
111     // Pixel 2695  
135     // Pixel 2696  
156     // Pixel 2697  
165     // Pixel 2698  
168     // Pixel 2699  
164     // Pixel 2700  
163     // Pixel 2701  
158     // Pixel 2702  
136     // Pixel 2703  
109     // Pixel 2704  
82      // Pixel 2705  
84      // Pixel 2706  
88      // Pixel 2707  
92      // Pixel 2708  
96      // Pixel 2709  
100     // Pixel 2710  
102     // Pixel 2711  
103     // Pixel 2712  
102     // Pixel 2713  
104     // Pixel 2714  
107     // Pixel 2715  
110     // Pixel 2716  
113     // Pixel 2717  
116     // Pixel 2718  
118     // Pixel 2719  
119     // Pixel 2720  
124     // Pixel 2721  
117     // Pixel 2722  
119     // Pixel 2723  
128     // Pixel 2724  
124     // Pixel 2725  
110     // Pixel 2726  
107     // Pixel 2727  
115     // Pixel 2728  
113     // Pixel 2729  
119     // Pixel 2730  
123     // Pixel 2731  
121     // Pixel 2732  
117     // Pixel 2733  
116     // Pixel 2734  
122     // Pixel 2735  
128     // Pixel 2736  
131     // Pixel 2737  
133     // Pixel 2738  
135     // Pixel 2739  
136     // Pixel 2740  
138     // Pixel 2741  
141     // Pixel 2742  
146     // Pixel 2743  
149     // Pixel 2744  
156     // Pixel 2745  
170     // Pixel 2746  
183     // Pixel 2747  
186     // Pixel 2748  
182     // Pixel 2749  
180     // Pixel 2750  
180     // Pixel 2751  
180     // Pixel 2752  
191     // Pixel 2753  
198     // Pixel 2754  
205     // Pixel 2755  
209     // Pixel 2756  
209     // Pixel 2757  
209     // Pixel 2758  
209     // Pixel 2759  
210     // Pixel 2760  
203     // Pixel 2761  
225     // Pixel 2762  
223     // Pixel 2763  
158     // Pixel 2764  
87      // Pixel 2765  
85      // Pixel 2766  
106     // Pixel 2767  
97      // Pixel 2768  
99      // Pixel 2769  
97      // Pixel 2770  
103     // Pixel 2771  
122     // Pixel 2772  
141     // Pixel 2773  
150     // Pixel 2774  
153     // Pixel 2775  
153     // Pixel 2776  
157     // Pixel 2777  
151     // Pixel 2778  
135     // Pixel 2779  
98      // Pixel 2780  
67      // Pixel 2781  
79      // Pixel 2782  
117     // Pixel 2783  
138     // Pixel 2784  
145     // Pixel 2785  
146     // Pixel 2786  
147     // Pixel 2787  
146     // Pixel 2788  
144     // Pixel 2789  
143     // Pixel 2790  
144     // Pixel 2791  
145     // Pixel 2792  
146     // Pixel 2793  
138     // Pixel 2794  
159     // Pixel 2795  
157     // Pixel 2796  
113     // Pixel 2797  
57      // Pixel 2798  
29      // Pixel 2799  
49      // Pixel 2800  
46      // Pixel 2801  
59      // Pixel 2802  
57      // Pixel 2803  
43      // Pixel 2804  
43      // Pixel 2805  
56      // Pixel 2806  
55      // Pixel 2807  
42      // Pixel 2808  
48      // Pixel 2809  
53      // Pixel 2810  
69      // Pixel 2811  
74      // Pixel 2812  
80      // Pixel 2813  
121     // Pixel 2814  
155     // Pixel 2815  
149     // Pixel 2816  
131     // Pixel 2817  Row: 23
104     // Pixel 2818  
87      // Pixel 2819  
89      // Pixel 2820  
88      // Pixel 2821  
86      // Pixel 2822  
107     // Pixel 2823  
138     // Pixel 2824  
155     // Pixel 2825  
165     // Pixel 2826  
168     // Pixel 2827  
164     // Pixel 2828  
163     // Pixel 2829  
158     // Pixel 2830  
135     // Pixel 2831  
108     // Pixel 2832  
81      // Pixel 2833  
84      // Pixel 2834  
89      // Pixel 2835  
95      // Pixel 2836  
99      // Pixel 2837  
101     // Pixel 2838  
102     // Pixel 2839  
102     // Pixel 2840  
102     // Pixel 2841  
104     // Pixel 2842  
107     // Pixel 2843  
110     // Pixel 2844  
113     // Pixel 2845  
116     // Pixel 2846  
118     // Pixel 2847  
119     // Pixel 2848  
121     // Pixel 2849  
121     // Pixel 2850  
123     // Pixel 2851  
121     // Pixel 2852  
115     // Pixel 2853  
109     // Pixel 2854  
109     // Pixel 2855  
113     // Pixel 2856  
117     // Pixel 2857  
118     // Pixel 2858  
119     // Pixel 2859  
118     // Pixel 2860  
117     // Pixel 2861  
120     // Pixel 2862  
125     // Pixel 2863  
130     // Pixel 2864  
133     // Pixel 2865  
136     // Pixel 2866  
139     // Pixel 2867  
140     // Pixel 2868  
141     // Pixel 2869  
142     // Pixel 2870  
144     // Pixel 2871  
146     // Pixel 2872  
155     // Pixel 2873  
168     // Pixel 2874  
177     // Pixel 2875  
175     // Pixel 2876  
173     // Pixel 2877  
179     // Pixel 2878  
187     // Pixel 2879  
191     // Pixel 2880  
206     // Pixel 2881  
207     // Pixel 2882  
208     // Pixel 2883  
208     // Pixel 2884  
204     // Pixel 2885  
201     // Pixel 2886  
200     // Pixel 2887  
201     // Pixel 2888  
207     // Pixel 2889  
204     // Pixel 2890  
231     // Pixel 2891  
216     // Pixel 2892  
134     // Pixel 2893  
86      // Pixel 2894  
89      // Pixel 2895  
86      // Pixel 2896  
93      // Pixel 2897  
92      // Pixel 2898  
101     // Pixel 2899  
122     // Pixel 2900  
142     // Pixel 2901  
151     // Pixel 2902  
153     // Pixel 2903  
153     // Pixel 2904  
155     // Pixel 2905  
150     // Pixel 2906  
138     // Pixel 2907  
101     // Pixel 2908  
58      // Pixel 2909  
58      // Pixel 2910  
96      // Pixel 2911  
126     // Pixel 2912  
144     // Pixel 2913  
146     // Pixel 2914  
146     // Pixel 2915  
145     // Pixel 2916  
143     // Pixel 2917  
142     // Pixel 2918  
143     // Pixel 2919  
145     // Pixel 2920  
148     // Pixel 2921  
141     // Pixel 2922  
160     // Pixel 2923  
127     // Pixel 2924  
69      // Pixel 2925  
47      // Pixel 2926  
39      // Pixel 2927  
49      // Pixel 2928  
53      // Pixel 2929  
64      // Pixel 2930  
58      // Pixel 2931  
45      // Pixel 2932  
49      // Pixel 2933  
57      // Pixel 2934  
50      // Pixel 2935  
41      // Pixel 2936  
50      // Pixel 2937  
66      // Pixel 2938  
77      // Pixel 2939  
91      // Pixel 2940  
120     // Pixel 2941  
148     // Pixel 2942  
151     // Pixel 2943  
141     // Pixel 2944  
117     // Pixel 2945  Row: 24
93      // Pixel 2946  
85      // Pixel 2947  
94      // Pixel 2948  
90      // Pixel 2949  
81      // Pixel 2950  
103     // Pixel 2951  
140     // Pixel 2952  
155     // Pixel 2953  
164     // Pixel 2954  
168     // Pixel 2955  
164     // Pixel 2956  
163     // Pixel 2957  
158     // Pixel 2958  
135     // Pixel 2959  
108     // Pixel 2960  
78      // Pixel 2961  
83      // Pixel 2962  
90      // Pixel 2963  
97      // Pixel 2964  
101     // Pixel 2965  
102     // Pixel 2966  
101     // Pixel 2967  
99      // Pixel 2968  
102     // Pixel 2969  
104     // Pixel 2970  
107     // Pixel 2971  
110     // Pixel 2972  
113     // Pixel 2973  
116     // Pixel 2974  
118     // Pixel 2975  
119     // Pixel 2976  
118     // Pixel 2977  
126     // Pixel 2978  
125     // Pixel 2979  
114     // Pixel 2980  
108     // Pixel 2981  
113     // Pixel 2982  
114     // Pixel 2983  
108     // Pixel 2984  
120     // Pixel 2985  
117     // Pixel 2986  
114     // Pixel 2987  
115     // Pixel 2988  
119     // Pixel 2989  
125     // Pixel 2990  
129     // Pixel 2991  
130     // Pixel 2992  
136     // Pixel 2993  
139     // Pixel 2994  
142     // Pixel 2995  
143     // Pixel 2996  
143     // Pixel 2997  
142     // Pixel 2998  
142     // Pixel 2999  
143     // Pixel 3000  
153     // Pixel 3001  
164     // Pixel 3002  
170     // Pixel 3003  
167     // Pixel 3004  
169     // Pixel 3005  
183     // Pixel 3006  
200     // Pixel 3007  
210     // Pixel 3008  
210     // Pixel 3009  
207     // Pixel 3010  
204     // Pixel 3011  
203     // Pixel 3012  
202     // Pixel 3013  
203     // Pixel 3014  
207     // Pixel 3015  
211     // Pixel 3016  
220     // Pixel 3017  
204     // Pixel 3018  
214     // Pixel 3019  
237     // Pixel 3020  
199     // Pixel 3021  
107     // Pixel 3022  
66      // Pixel 3023  
93      // Pixel 3024  
88      // Pixel 3025  
88      // Pixel 3026  
99      // Pixel 3027  
121     // Pixel 3028  
143     // Pixel 3029  
152     // Pixel 3030  
154     // Pixel 3031  
153     // Pixel 3032  
153     // Pixel 3033  
149     // Pixel 3034  
140     // Pixel 3035  
105     // Pixel 3036  
55      // Pixel 3037  
45      // Pixel 3038  
82      // Pixel 3039  
117     // Pixel 3040  
144     // Pixel 3041  
145     // Pixel 3042  
146     // Pixel 3043  
145     // Pixel 3044  
143     // Pixel 3045  
142     // Pixel 3046  
143     // Pixel 3047  
144     // Pixel 3048  
152     // Pixel 3049  
146     // Pixel 3050  
154     // Pixel 3051  
92      // Pixel 3052  
32      // Pixel 3053  
49      // Pixel 3054  
57      // Pixel 3055  
48      // Pixel 3056  
57      // Pixel 3057  
50      // Pixel 3058  
43      // Pixel 3059  
49      // Pixel 3060  
58      // Pixel 3061  
49      // Pixel 3062  
45      // Pixel 3063  
59      // Pixel 3064  
56      // Pixel 3065  
74      // Pixel 3066  
80      // Pixel 3067  
111     // Pixel 3068  
155     // Pixel 3069  
147     // Pixel 3070  
133     // Pixel 3071  
162     // Pixel 3072  
88      // Pixel 3073  Row: 25
90      // Pixel 3074  
89      // Pixel 3075  
91      // Pixel 3076  
91      // Pixel 3077  
87      // Pixel 3078  
103     // Pixel 3079  
136     // Pixel 3080  
155     // Pixel 3081  
164     // Pixel 3082  
168     // Pixel 3083  
164     // Pixel 3084  
163     // Pixel 3085  
158     // Pixel 3086  
136     // Pixel 3087  
109     // Pixel 3088  
80      // Pixel 3089  
81      // Pixel 3090  
88      // Pixel 3091  
98      // Pixel 3092  
102     // Pixel 3093  
101     // Pixel 3094  
101     // Pixel 3095  
103     // Pixel 3096  
101     // Pixel 3097  
100     // Pixel 3098  
103     // Pixel 3099  
115     // Pixel 3100  
110     // Pixel 3101  
108     // Pixel 3102  
122     // Pixel 3103  
121     // Pixel 3104  
112     // Pixel 3105  
135     // Pixel 3106  
120     // Pixel 3107  
118     // Pixel 3108  
116     // Pixel 3109  
104     // Pixel 3110  
117     // Pixel 3111  
114     // Pixel 3112  
117     // Pixel 3113  
118     // Pixel 3114  
119     // Pixel 3115  
121     // Pixel 3116  
124     // Pixel 3117  
127     // Pixel 3118  
131     // Pixel 3119  
132     // Pixel 3120  
136     // Pixel 3121  
136     // Pixel 3122  
139     // Pixel 3123  
146     // Pixel 3124  
147     // Pixel 3125  
143     // Pixel 3126  
141     // Pixel 3127  
142     // Pixel 3128  
153     // Pixel 3129  
153     // Pixel 3130  
158     // Pixel 3131  
171     // Pixel 3132  
188     // Pixel 3133  
201     // Pixel 3134  
206     // Pixel 3135  
206     // Pixel 3136  
203     // Pixel 3137  
201     // Pixel 3138  
198     // Pixel 3139  
196     // Pixel 3140  
196     // Pixel 3141  
199     // Pixel 3142  
202     // Pixel 3143  
205     // Pixel 3144  
206     // Pixel 3145  
215     // Pixel 3146  
214     // Pixel 3147  
209     // Pixel 3148  
216     // Pixel 3149  
206     // Pixel 3150  
144     // Pixel 3151  
73      // Pixel 3152  
77      // Pixel 3153  
93      // Pixel 3154  
90      // Pixel 3155  
127     // Pixel 3156  
152     // Pixel 3157  
142     // Pixel 3158  
155     // Pixel 3159  
154     // Pixel 3160  
160     // Pixel 3161  
154     // Pixel 3162  
136     // Pixel 3163  
101     // Pixel 3164  
60      // Pixel 3165  
42      // Pixel 3166  
62      // Pixel 3167  
93      // Pixel 3168  
121     // Pixel 3169  
139     // Pixel 3170  
149     // Pixel 3171  
141     // Pixel 3172  
136     // Pixel 3173  
149     // Pixel 3174  
151     // Pixel 3175  
133     // Pixel 3176  
157     // Pixel 3177  
153     // Pixel 3178  
104     // Pixel 3179  
55      // Pixel 3180  
38      // Pixel 3181  
44      // Pixel 3182  
58      // Pixel 3183  
60      // Pixel 3184  
53      // Pixel 3185  
39      // Pixel 3186  
50      // Pixel 3187  
63      // Pixel 3188  
52      // Pixel 3189  
49      // Pixel 3190  
57      // Pixel 3191  
54      // Pixel 3192  
57      // Pixel 3193  
77      // Pixel 3194  
114     // Pixel 3195  
147     // Pixel 3196  
155     // Pixel 3197  
147     // Pixel 3198  
151     // Pixel 3199  
165     // Pixel 3200  
90      // Pixel 3201  Row: 26
92      // Pixel 3202  
90      // Pixel 3203  
91      // Pixel 3204  
92      // Pixel 3205  
88      // Pixel 3206  
105     // Pixel 3207  
138     // Pixel 3208  
154     // Pixel 3209  
164     // Pixel 3210  
167     // Pixel 3211  
163     // Pixel 3212  
163     // Pixel 3213  
159     // Pixel 3214  
137     // Pixel 3215  
110     // Pixel 3216  
80      // Pixel 3217  
81      // Pixel 3218  
87      // Pixel 3219  
95      // Pixel 3220  
100     // Pixel 3221  
99      // Pixel 3222  
99      // Pixel 3223  
102     // Pixel 3224  
101     // Pixel 3225  
101     // Pixel 3226  
105     // Pixel 3227  
113     // Pixel 3228  
113     // Pixel 3229  
114     // Pixel 3230  
121     // Pixel 3231  
117     // Pixel 3232  
118     // Pixel 3233  
130     // Pixel 3234  
111     // Pixel 3235  
112     // Pixel 3236  
114     // Pixel 3237  
108     // Pixel 3238  
120     // Pixel 3239  
117     // Pixel 3240  
115     // Pixel 3241  
116     // Pixel 3242  
117     // Pixel 3243  
120     // Pixel 3244  
125     // Pixel 3245  
131     // Pixel 3246  
137     // Pixel 3247  
140     // Pixel 3248  
146     // Pixel 3249  
139     // Pixel 3250  
134     // Pixel 3251  
134     // Pixel 3252  
136     // Pixel 3253  
136     // Pixel 3254  
139     // Pixel 3255  
144     // Pixel 3256  
149     // Pixel 3257  
159     // Pixel 3258  
175     // Pixel 3259  
189     // Pixel 3260  
197     // Pixel 3261  
199     // Pixel 3262  
198     // Pixel 3263  
197     // Pixel 3264  
198     // Pixel 3265  
198     // Pixel 3266  
199     // Pixel 3267  
200     // Pixel 3268  
201     // Pixel 3269  
203     // Pixel 3270  
204     // Pixel 3271  
204     // Pixel 3272  
203     // Pixel 3273  
210     // Pixel 3274  
209     // Pixel 3275  
206     // Pixel 3276  
216     // Pixel 3277  
222     // Pixel 3278  
197     // Pixel 3279  
160     // Pixel 3280  
75      // Pixel 3281  
68      // Pixel 3282  
92      // Pixel 3283  
113     // Pixel 3284  
147     // Pixel 3285  
149     // Pixel 3286  
153     // Pixel 3287  
157     // Pixel 3288  
152     // Pixel 3289  
153     // Pixel 3290  
143     // Pixel 3291  
110     // Pixel 3292  
68      // Pixel 3293  
43      // Pixel 3294  
49      // Pixel 3295  
66      // Pixel 3296  
113     // Pixel 3297  
131     // Pixel 3298  
146     // Pixel 3299  
158     // Pixel 3300  
155     // Pixel 3301  
128     // Pixel 3302  
129     // Pixel 3303  
169     // Pixel 3304  
157     // Pixel 3305  
127     // Pixel 3306  
73      // Pixel 3307  
42      // Pixel 3308  
41      // Pixel 3309  
46      // Pixel 3310  
52      // Pixel 3311  
55      // Pixel 3312  
57      // Pixel 3313  
47      // Pixel 3314  
48      // Pixel 3315  
53      // Pixel 3316  
50      // Pixel 3317  
50      // Pixel 3318  
54      // Pixel 3319  
53      // Pixel 3320  
63      // Pixel 3321  
109     // Pixel 3322  
143     // Pixel 3323  
141     // Pixel 3324  
138     // Pixel 3325  
154     // Pixel 3326  
166     // Pixel 3327  
163     // Pixel 3328  
92      // Pixel 3329  Row: 27
94      // Pixel 3330  
91      // Pixel 3331  
91      // Pixel 3332  
92      // Pixel 3333  
88      // Pixel 3334  
106     // Pixel 3335  
139     // Pixel 3336  
153     // Pixel 3337  
163     // Pixel 3338  
166     // Pixel 3339  
163     // Pixel 3340  
163     // Pixel 3341  
159     // Pixel 3342  
138     // Pixel 3343  
111     // Pixel 3344  
83      // Pixel 3345  
83      // Pixel 3346  
87      // Pixel 3347  
95      // Pixel 3348  
99      // Pixel 3349  
98      // Pixel 3350  
100     // Pixel 3351  
103     // Pixel 3352  
101     // Pixel 3353  
102     // Pixel 3354  
107     // Pixel 3355  
110     // Pixel 3356  
115     // Pixel 3357  
120     // Pixel 3358  
117     // Pixel 3359  
112     // Pixel 3360  
137     // Pixel 3361  
128     // Pixel 3362  
104     // Pixel 3363  
105     // Pixel 3364  
111     // Pixel 3365  
111     // Pixel 3366  
120     // Pixel 3367  
115     // Pixel 3368  
116     // Pixel 3369  
117     // Pixel 3370  
118     // Pixel 3371  
122     // Pixel 3372  
127     // Pixel 3373  
134     // Pixel 3374  
140     // Pixel 3375  
144     // Pixel 3376  
137     // Pixel 3377  
139     // Pixel 3378  
143     // Pixel 3379  
142     // Pixel 3380  
133     // Pixel 3381  
126     // Pixel 3382  
131     // Pixel 3383  
140     // Pixel 3384  
160     // Pixel 3385  
174     // Pixel 3386  
192     // Pixel 3387  
200     // Pixel 3388  
197     // Pixel 3389  
192     // Pixel 3390  
190     // Pixel 3391  
191     // Pixel 3392  
193     // Pixel 3393  
196     // Pixel 3394  
200     // Pixel 3395  
204     // Pixel 3396  
206     // Pixel 3397  
206     // Pixel 3398  
205     // Pixel 3399  
204     // Pixel 3400  
204     // Pixel 3401  
208     // Pixel 3402  
207     // Pixel 3403  
203     // Pixel 3404  
208     // Pixel 3405  
219     // Pixel 3406  
222     // Pixel 3407  
219     // Pixel 3408  
107     // Pixel 3409  
64      // Pixel 3410  
91      // Pixel 3411  
105     // Pixel 3412  
142     // Pixel 3413  
157     // Pixel 3414  
149     // Pixel 3415  
157     // Pixel 3416  
153     // Pixel 3417  
156     // Pixel 3418  
143     // Pixel 3419  
108     // Pixel 3420  
67      // Pixel 3421  
42      // Pixel 3422  
38      // Pixel 3423  
42      // Pixel 3424  
89      // Pixel 3425  
108     // Pixel 3426  
143     // Pixel 3427  
142     // Pixel 3428  
122     // Pixel 3429  
142     // Pixel 3430  
158     // Pixel 3431  
132     // Pixel 3432  
146     // Pixel 3433  
93      // Pixel 3434  
45      // Pixel 3435  
36      // Pixel 3436  
50      // Pixel 3437  
55      // Pixel 3438  
54      // Pixel 3439  
57      // Pixel 3440  
55      // Pixel 3441  
54      // Pixel 3442  
48      // Pixel 3443  
49      // Pixel 3444  
53      // Pixel 3445  
48      // Pixel 3446  
48      // Pixel 3447  
59      // Pixel 3448  
96      // Pixel 3449  
136     // Pixel 3450  
155     // Pixel 3451  
140     // Pixel 3452  
139     // Pixel 3453  
163     // Pixel 3454  
173     // Pixel 3455  
160     // Pixel 3456  
93      // Pixel 3457  Row: 28
94      // Pixel 3458  
91      // Pixel 3459  
91      // Pixel 3460  
91      // Pixel 3461  
87      // Pixel 3462  
105     // Pixel 3463  
139     // Pixel 3464  
152     // Pixel 3465  
162     // Pixel 3466  
166     // Pixel 3467  
163     // Pixel 3468  
163     // Pixel 3469  
160     // Pixel 3470  
138     // Pixel 3471  
112     // Pixel 3472  
85      // Pixel 3473  
84      // Pixel 3474  
88      // Pixel 3475  
95      // Pixel 3476  
98      // Pixel 3477  
98      // Pixel 3478  
101     // Pixel 3479  
105     // Pixel 3480  
102     // Pixel 3481  
103     // Pixel 3482  
109     // Pixel 3483  
106     // Pixel 3484  
115     // Pixel 3485  
122     // Pixel 3486  
110     // Pixel 3487  
111     // Pixel 3488  
163     // Pixel 3489  
130     // Pixel 3490  
102     // Pixel 3491  
102     // Pixel 3492  
108     // Pixel 3493  
111     // Pixel 3494  
115     // Pixel 3495  
110     // Pixel 3496  
119     // Pixel 3497  
120     // Pixel 3498  
123     // Pixel 3499  
127     // Pixel 3500  
131     // Pixel 3501  
135     // Pixel 3502  
138     // Pixel 3503  
140     // Pixel 3504  
131     // Pixel 3505  
139     // Pixel 3506  
146     // Pixel 3507  
140     // Pixel 3508  
126     // Pixel 3509  
121     // Pixel 3510  
